"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",3662.33538617959,1.396892561048,0.197124992305007,7.08632905809639,1.37716137522632e-12,2.83423516388505e-11
"ENSG00000000460",972.088223173604,1.33097498360896,0.155079665895515,8.58252418795965,9.28136079767468e-18,4.62998665704872e-16
"ENSG00000000938",1911.67111755773,-2.00978558950741,0.220418480350144,-9.11804484957332,7.6491763197974e-20,5.16251908854091e-18
"ENSG00000001084",9572.09912555453,2.18532004134358,0.407517433628093,5.36251914890576,8.20692651315382e-08,6.60787167359091e-07
"ENSG00000001626",1697.29126556747,-1.94179809465646,0.486092967081034,-3.99470518225531,6.47748045334945e-05,0.000270006801022724
"ENSG00000002079",31.2282849717091,2.95521499273416,0.452079844906703,6.53693153107508,6.27937774040415e-11,9.51108125472304e-10
"ENSG00000002587",749.929351482779,1.67456726577897,0.322540472738571,5.19180508281905,2.08264976022471e-07,1.53667408514072e-06
"ENSG00000002726",525.822541791718,3.81552613890737,0.61366138001005,6.21764097138536,5.04684685791372e-10,6.51716346924851e-09
"ENSG00000002746",139.102744437982,2.73060141099985,0.354471566548572,7.70330167123767,1.3259483306567e-14,3.99823079416285e-13
"ENSG00000003147",2333.25685763639,1.14890290621928,0.324037796050083,3.54558301600626,0.000391745571145642,0.00132821891564407
"ENSG00000003249",563.713516414126,1.90387052267573,0.319350653200259,5.96169290275991,2.4963798145139e-09,2.80668435098728e-08
"ENSG00000003987",367.803499200999,2.51678531363402,0.51975058425623,4.84229434245961,1.28348448620729e-06,7.95573163290078e-06
"ENSG00000004478",6039.66156911322,1.54877588940688,0.234823128432654,6.59549976931281,4.23825696067028e-11,6.65220810372783e-10
"ENSG00000004776",70.7017095497999,-2.27419707352422,0.326361549684315,-6.96833642236354,3.20710581659365e-12,6.16791180001384e-11
"ENSG00000004799",3323.75376177946,-2.42456024188495,0.374409217592149,-6.47569591763114,9.43759417704856e-11,1.38645629693171e-09
"ENSG00000004838",190.288532913284,-1.7239785059754,0.398883582458046,-4.32200918210698,1.54614752716776e-05,7.45366540040304e-05
"ENSG00000004846",20.3084349593457,-2.07256122025276,0.506311224233518,-4.0934530404502,4.24996181007664e-05,0.000184250658711182
"ENSG00000004848",67.2032986593684,2.24367566873261,0.691906045770681,3.24274615382713,0.00118383635621408,0.0035307373103775
"ENSG00000005001",836.057887120383,1.66252968723206,0.33282975356061,4.9951354091584,5.87944995332474e-07,3.92996615435312e-06
"ENSG00000005073",37.5735462711562,3.61261128815138,0.815576512995759,4.42951854373738,9.44436925316124e-06,4.77356698793592e-05
"ENSG00000005189",316.037447130481,1.34667273705364,0.198080008010737,6.79863026348747,1.05618489479216e-11,1.83608142278755e-10
"ENSG00000005381",28.4058379527493,-1.28837543057557,0.378180443573243,-3.40677433873188,0.000657354514315291,0.00210029435254706
"ENSG00000005471",131.786949291883,1.41679758738628,0.346328773225786,4.09090349089363,4.29695927192569e-05,0.000186077230445138
"ENSG00000005844",2790.18202550235,-1.24558692834438,0.251260863791618,-4.95734556328439,7.14628061016784e-07,4.69335149288842e-06
"ENSG00000006016",1416.81180508739,3.96600841124608,0.716927972107345,5.53194820895097,3.16693422513954e-08,2.80477188978298e-07
"ENSG00000006047",188.361070698767,3.74332810861605,0.513768361353424,7.28602302164924,3.19238449486084e-13,7.43712152320524e-12
"ENSG00000006074",9534.09237697477,-2.15610398104447,0.372539099655604,-5.78759110932971,7.14029610571958e-09,7.2951190889558e-08
"ENSG00000006118",1510.91036973453,2.6538504197574,0.310196192240162,8.555393283818,1.17467553917818e-17,5.7596751276756e-16
"ENSG00000006327",1693.78966489998,1.06781532062293,0.261631010095857,4.08137903924961,4.4769275443896e-05,0.000192924049504429
"ENSG00000006377",109.92862406098,7.46909656760208,0.945710858673776,7.89786486968799,2.83721494772306e-15,9.4219350803764e-14
"ENSG00000006453",3535.61765461716,1.38389346866279,0.166811210212775,8.29616586857427,1.0752537684852e-16,4.53563386496873e-15
"ENSG00000006555",800.438948517047,1.0969029662468,0.25036835018592,4.38115666549808,1.1805094885471e-05,5.82437136824131e-05
"ENSG00000006606",51.7551069212682,2.79317444979675,0.51405855308105,5.43357256300016,5.52368061791839e-08,4.63952778694631e-07
