"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000000003"	3662.33538617959	1.29060858346778	0.172283168262377	7.49120530162446	6.82439701967008e-14	9.5570633612653e-13
"ENSG00000000460"	972.088223173604	1.28497208476546	0.133972090977231	9.59134156519101	8.6947014040064e-22	3.59813641375509e-20
"ENSG00000000938"	1911.67111755773	-1.99957197987082	0.190182781715795	-10.5139485385114	7.45072304025444e-26	4.94045205859408e-24
"ENSG00000001084"	9572.09912555453	2.28089979506799	0.360603008580459	6.3252378399363	2.52842831902925e-10	2.09419032370569e-09
"ENSG00000001561"	4266.04082600332	-1.07173266144177	0.222676336024373	-4.81296163111138	1.48709848764696e-06	6.35052878661263e-06
"ENSG00000001626"	1697.29126556747	-1.90390532005681	0.423423761726173	-4.49645365270753	6.90962322775917e-06	2.5912264399936e-05
"ENSG00000002079"	28.6688518278964	2.39343939921709	0.394072641412594	6.07359950347621	1.25074437346803e-09	9.2267961811882e-09
"ENSG00000002587"	749.929351482779	1.29343237511471	0.280045665039644	4.61864808702397	3.86248278095772e-06	1.52360477125075e-05
"ENSG00000002726"	525.822541791718	2.53629651423022	0.530490731139568	4.78103832046585	1.74392112797478e-06	7.34337510920187e-06
"ENSG00000002745"	36.5592899767618	1.86040461639194	0.442121885943949	4.20789984739139	2.57755052159916e-05	8.67059356015719e-05
"ENSG00000002746"	139.102744437982	2.8594120743234	0.308351665186876	9.27321755369947	1.80613540418408e-20	6.31570965271602e-19
"ENSG00000003096"	570.002510876959	1.42723191748962	0.387132387915683	3.68667660480133	0.00022720178649864	0.000627648685982375
"ENSG00000003249"	563.713516414126	1.60347146061753	0.278406884962742	5.75945332972681	8.43867868292599e-09	5.43576589628903e-08
"ENSG00000004478"	6039.66156911322	1.67332845313537	0.199767018987122	8.37639997643075	5.45712314569052e-17	1.19356412984024e-15
"ENSG00000004776"	70.7017095497999	-2.21765810513841	0.282928532813837	-7.83822714196731	4.56951885762132e-15	7.60781905897316e-14
"ENSG00000004799"	3323.75376177946	-2.88352389802704	0.315582328481208	-9.13715261530796	6.41182553852818e-20	2.08375273751405e-18
"ENSG00000004838"	190.288532913284	-1.94332423922847	0.344623385840571	-5.63897959068712	1.71060807441721e-08	1.03878018433005e-07
"ENSG00000004846"	20.3084349593457	-1.80944363601832	0.440428723936115	-4.10836881810821	3.98463426933468e-05	0.000129039338357666
"ENSG00000004848"	67.2032986593684	2.6245242974979	0.611374977423863	4.29282256293314	1.76415986842871e-05	6.11088503249147e-05
"ENSG00000005001"	836.057887120383	1.70371962639791	0.289494821720321	5.88514715487333	3.97699980812593e-09	2.71211584425517e-08
"ENSG00000005073"	37.5735462711562	5.74343467680335	0.724278965542804	7.92986535581493	2.19383612286756e-15	3.85328056114959e-14
"ENSG00000005844"	2790.18202550235	-1.19932161726931	0.218648489899747	-5.48515847431286	4.13098918984461e-08	2.34633251713489e-07
"ENSG00000006016"	1166.15782915374	2.73317316436445	0.607983302233941	4.49547406042539	6.94151205296052e-06	2.60125815678451e-05
"ENSG00000006047"	188.361070698767	4.16576417747956	0.454549593612891	9.16459773810127	4.97321069076995e-20	1.6417303412328e-18
"ENSG00000006074"	9534.09237697477	-1.96773311606859	0.327799186278535	-6.00286150312948	1.93869982358494e-09	1.38317966638344e-08
"ENSG00000006118"	1510.91036973453	2.71766494373761	0.27854818269583	9.75653446177837	1.72964875574746e-22	7.86511624920815e-21
"ENSG00000006377"	109.92862406098	8.53019819054176	0.846938035354837	10.0718090751089	7.36114504810366e-24	3.84064821795503e-22
"ENSG00000006453"	3535.61765461716	1.33298794411051	0.144684581838885	9.21306145526187	3.16953444044711e-20	1.0804121176333e-18
"ENSG00000006468"	3891.87572216746	-1.42209494302837	0.237338047069081	-5.9918540688693	2.07462053257629e-09	1.4714840885958e-08
"ENSG00000006534"	1998.6157901152	-1.26316598734896	0.304280677195747	-4.151318443847	3.30565440561517e-05	0.000108812306464663
"ENSG00000006555"	800.438948517047	1.35977135470003	0.219389267842567	6.1979848334049	5.71906501066406e-10	4.46370308108444e-09
"ENSG00000006606"	44.736896229885	2.94575282246492	0.429411793307036	6.85997186937681	6.88741092127931e-12	7.21312871587235e-11
"ENSG00000006611"	78.1136782089294	2.44514775731052	0.629875041117132	3.88195689255103	0.000103619248569999	0.000307993190847061
"ENSG00000006625"	3545.29637727995	1.56150285791303	0.152965626404415	10.2081944461476	1.82224075234137e-24	1.0226326212347e-22
"ENSG00000006634"	961.019704450001	1.40603676337457	0.166602190231135	8.43948546789156	3.18737625796197e-17	7.17596284926095e-16
"ENSG00000006704"	1225.48222138632	1.21394362363749	0.183974244699515	6.59844330721523	4.1549730394125e-11	3.87365375461273e-10
"ENSG00000006740"	941.170195121554	-1.89735516402296	0.262203445221183	-7.23619463665873	4.61448960263967e-13	5.75161382812222e-12
"ENSG00000006747"	2314.4420569828	1.38717375671858	0.434182989194595	3.19490581446263	0.00139876480516186	0.00324928615870462
"ENSG00000007129"	184.830286389733	-1.61126091616347	0.219484875603934	-7.3411022592328	2.11841870415626e-13	2.77694280638842e-12
"ENSG00000007174"	223.30178309662	-2.0327287710256	0.452858812672605	-4.48865896862908	7.16729295507604e-06	2.67584364113816e-05
"ENSG00000007264"	118.418744742352	-1.29649690011162	0.273067748305225	-4.74789464577282	2.05545050563862e-06	8.53833917390126e-06
"ENSG00000007306"	219.670696116451	4.61056296988969	0.620493656328941	7.43047559449262	1.08207900681593e-13	1.47061759408315e-12
"ENSG00000007402"	2304.88095541931	-3.38439650160602	0.386604378766738	-8.75415977543295	2.05629618118394e-18	5.45084318350938e-17
"ENSG00000007908"	1276.23762769272	-2.87476884432727	0.418886089141698	-6.86288926475859	6.74815371658063e-12	7.08492280488934e-11
"ENSG00000007968"	491.515910963875	2.10952071770171	0.247031046054375	8.53949635641092	1.348081116609e-17	3.21763469004735e-16
"ENSG00000008056"	95.8135268005981	1.02855323740426	0.274924708575294	3.74121788737867	0.000183130665489175	0.000516949267849396
"ENSG00000008197"	54.4478184300629	7.20777787214697	1.10486110426009	6.52369591467692	6.85957106943324e-11	6.19185180257379e-10
"ENSG00000008300"	626.839098011895	2.21081683384343	0.316722122556104	6.98030442585141	2.94541123799786e-12	3.25196579534995e-11
"ENSG00000008323"	470.051229126524	2.27828111758429	0.294407659458263	7.7385252876115	1.00576547552302e-14	1.59487648699581e-13
"ENSG00000008441"	2957.97775639589	-1.12161989736193	0.205228465750091	-5.46522575833971	4.62318031108493e-08	2.60021402536674e-07
