"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000002726"	525.822541791718	1.37487389408146	0.298773619614932	4.60172452927215	4.19007139462862e-06	0.000321364509063366
"ENSG00000003987"	272.84834561813	1.11388087860377	0.234585802967236	4.7482876820101	2.05146094531944e-06	0.000191101477290911
"ENSG00000005981"	74.9165594062192	1.16276105598149	0.228393752089097	5.09103705922697	3.56110410478064e-07	4.62923414389252e-05
"ENSG00000007314"	57.1312993356867	1.25033976393521	0.299783373347224	4.17081090913938	3.03517640913805e-05	0.00150185750533027
"ENSG00000007402"	2304.88095541931	1.13684451541494	0.218475485154584	5.20353354341132	1.95534439181004e-07	2.92598250994621e-05
"ENSG00000009694"	719.949589901211	1.1371669311751	0.264146161591614	4.30506702926553	1.66935182625744e-05	0.000948397930132283
"ENSG00000009765"	724.047545273681	1.22173314816719	0.31976858662941	3.82067907621927	0.000133084733281132	0.0043513774398096
"ENSG00000012817"	2111.02805779331	-11.5210628334479	0.253941899466252	-45.3688928753526	0	0
"ENSG00000013297"	372.334701260665	-1.0026488777683	0.192934661623844	-5.19683124498967	2.02714228188286e-07	2.94427175275172e-05
"ENSG00000015520"	45.3781940903666	1.88381031269894	0.281465299764744	6.69286876312453	2.1883738740706e-11	1.08771690633838e-08
"ENSG00000021852"	176.270255793101	1.2059782108407	0.334529559986833	3.60499745041415	0.000312155992904039	0.00768172726843423
"ENSG00000023839"	888.177221722693	-1.2097603885507	0.303984332491933	-3.97968006651398	6.90080744592983e-05	0.00278161971203559
"ENSG00000036473"	12.9637632845943	1.28022871698712	0.332287451290717	3.85277479487797	0.000116786795277588	0.00397751097634042
"ENSG00000036828"	19.6159026623206	1.86054661115633	0.324537905192792	5.73291002803223	9.87220077760352e-09	2.09820687910936e-06
"ENSG00000039537"	221.04479737586	1.03019295356397	0.263655187660652	3.90734945405255	9.33141463219632e-05	0.00341442301552723
"ENSG00000043355"	181.19620736742	-1.27908157616023	0.317705591705315	-4.0259964242198	5.6734550874962e-05	0.00237480745564699
"ENSG00000063015"	10.5777008619365	1.72034606669429	0.286350987263503	6.00782306753918	1.88030871874039e-09	5.21253292885514e-07
"ENSG00000065325"	47.148697145344	-1.23682972913563	0.333370003217669	-3.71008104267876	0.000207192910898783	0.00586383971324736
"ENSG00000067048"	3280.71068575435	-11.2454396957241	0.247142086167523	-45.5019210613179	0	0
"ENSG00000067646"	574.765553420844	-11.6112091595643	0.30956743433564	-37.5078508644909	6.86008087415551e-308	2.25490858333492e-304
"ENSG00000068985"	2.51775587185459	-4.18094538337672	1.0566041899052	-3.95696460729713	7.59081723365104e-05	0.00294791906364183
"ENSG00000069482"	55.398906493565	-1.23485236627165	0.340790312721985	-3.62349609180069	0.000290647597518805	0.00737322003452061
"ENSG00000069764"	50.5946292202272	1.09393488190788	0.228822938305267	4.78070463568863	1.74681847282678e-06	0.000168169649545068
"ENSG00000070729"	83.0929203656803	1.52118686190572	0.276792392182698	5.49576832625391	3.89012941632281e-08	7.16063901921373e-06
"ENSG00000072080"	23.9720238867603	1.81774681291265	0.415549499426852	4.37432078589864	1.21811145906989e-05	0.000750014095454761
