"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000007171"	160.771650562883	-1.70106247822592	0.392189419050923	-4.33734923890196	1.44211386012355e-05	0.00773710854722102
"ENSG00000023839"	1140.23361251196	-2.80998033859073	0.552656504124216	-5.08449700242586	3.68601589609258e-07	0.000654126051714276
"ENSG00000078081"	8194.37378851807	1.22592170254082	0.285374528985436	4.29583434407835	1.74037513511841e-05	0.00854264986535781
"ENSG00000079112"	203.678618424159	-2.21977497936304	0.501502529286401	-4.42624882175891	9.58859150122078e-06	0.00582840458387825
"ENSG00000084674"	37.3434466839924	-2.089485605505	0.482753177735077	-4.32826898272983	1.50285858105438e-05	0.00787976078748286
"ENSG00000094755"	1225.44912242532	-3.13640019188923	0.601964270551994	-5.21027633253579	1.88559575315277e-07	0.000435006940252344
"ENSG00000100604"	133.961976110079	-4.07399429916931	0.811316822714798	-5.0214591699665	5.12804056399517e-07	0.000845027827224062
"ENSG00000100665"	16.6669359316229	-3.74298167444861	0.808026061144334	-4.63225365422962	3.61706605508995e-06	0.00362807451699675
"ENSG00000102837"	318.184001795121	-3.34259736707637	0.717335662398589	-4.65973956445937	3.16609716658876e-06	0.00347818388729536
"ENSG00000110427"	499.614034998953	2.04614269194525	0.449538663834969	4.55165007274304	5.32268105227976e-06	0.00438550899557479
"ENSG00000111701"	16.2012200357405	-6.09172010418962	1.0029297134528	-6.07392524369188	1.24820853368419e-09	5.75923417441884e-06
"ENSG00000112293"	174.375523507709	1.5845382014652	0.259163351019453	6.11405198779926	9.71326390560227e-10	5.60212495755611e-06
"ENSG00000113249"	206.568962902514	-2.67346279604571	0.566021830352268	-4.72325032831659	2.32104861000256e-06	0.00297481063515328
"ENSG00000120251"	42.1688357789719	-2.71214647995139	0.622228637038615	-4.35876190600831	1.30800321205119e-05	0.00754390852550523
"ENSG00000125571"	172.306515806089	-3.39939424901389	0.768168878229319	-4.42532149551505	9.6298758265483e-06	0.00582840458387825
"ENSG00000127831"	825.361818088883	-3.79281669556706	0.722818342286236	-5.24726127393306	1.54376893092096e-07	0.000395719435959405
"ENSG00000132437"	255.505207247522	-4.07203105857952	0.63892183681246	-6.37328515627924	1.85021404175223e-10	2.1342218971612e-06
"ENSG00000132911"	32.4629989496443	-3.20017101391233	0.699335404983671	-4.57601744614525	4.73911041716156e-06	0.00421821525764339
"ENSG00000134443"	181.882843634918	-2.8599880292264	0.582277259317884	-4.9117288773681	9.02768264084748e-07	0.00122510963837854
"ENSG00000135697"	118.675635148701	-1.91390084660176	0.442832986378563	-4.3219473378743	1.54658107621088e-05	0.00790945708834544
"ENSG00000137251"	17.3399451690642	-4.72354686405399	1.03238733527453	-4.5753630470466	4.75394870822402e-06	0.00421821525764339
"ENSG00000139352"	259.049458270386	-4.37635522217219	0.818376218680187	-5.34760800995664	8.91242266975458e-08	0.000257011988739048
"ENSG00000144339"	17.5452220477243	-3.19107721787511	0.583782118458486	-5.46621267931494	4.59752676104315e-08	0.000151521346253236
"ENSG00000145087"	157.014916272959	-3.44425620025286	0.766200674127309	-4.49524036790468	6.94914025341205e-06	0.0052407254060738
