"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000000003"	3662.33538617959	-1.05779436872082	0.173541789961456	-6.0953293668099	1.09212351314023e-09	5.99586492814211e-09
"ENSG00000000460"	972.088223173604	-1.37811087556132	0.133039941195836	-10.35862511043	3.82419338392007e-25	1.26061411992288e-23
"ENSG00000000938"	1911.67111755773	1.91203545971944	0.199009629558122	9.60775347386405	7.41490744213897e-22	1.70609605336175e-20
"ENSG00000001084"	9572.09912555453	-2.92558706725291	0.344971681600278	-8.48065862589503	2.23922718288367e-17	3.21211834482359e-16
"ENSG00000001561"	4266.04082600332	1.9091720812776	0.177972163219747	10.7273634636912	7.57259781343655e-27	2.89913316288455e-25
"ENSG00000001617"	1673.78163779949	-1.12109446407046	0.251653868649636	-4.45490653525894	8.39297501573612e-06	2.59946105986098e-05
"ENSG00000001626"	1697.29126556747	2.80881475396242	0.417455203194201	6.72842195394976	1.71512949894957e-11	1.20794045428009e-10
"ENSG00000002079"	35.8905011945378	-2.28303609869947	0.435499720149268	-5.24233654597289	1.58555831421513e-07	6.43764094790468e-07
"ENSG00000002587"	749.929351482779	-1.07440928340722	0.286329823903277	-3.75234849363842	0.000175185705796488	0.000432958958611321
"ENSG00000002745"	53.7593648616262	-3.4766744120313	0.478277097707245	-7.26916348012003	3.61720434492127e-13	3.11133662700163e-12
"ENSG00000002746"	139.102744437982	-2.67626812835949	0.320394345116968	-8.35304420676482	6.65257376780268e-17	8.98292663282698e-16
"ENSG00000003096"	570.002510876959	-2.23351335955881	0.337941242294399	-6.60917662607477	3.86463410637579e-11	2.5834214454852e-10
"ENSG00000003436"	10316.7876055225	1.69344607356459	0.2902752845436	5.83393131877278	5.41364124760591e-09	2.71082636487844e-08
"ENSG00000004478"	6039.66156911322	-1.89448161059693	0.189479441651335	-9.9983491300497	1.54958702163024e-23	4.31129961072433e-22
"ENSG00000004776"	70.7017095497999	2.30752837769226	0.285016188593159	8.09613092183369	5.67347630063441e-16	6.84177233759419e-15
"ENSG00000004799"	3323.75376177946	3.18591322666459	0.320211162341624	9.94941339135963	2.53674073263454e-23	6.87489605620592e-22
"ENSG00000004838"	190.288532913284	2.20019474277736	0.352872357727797	6.23510086464345	4.51487090796169e-10	2.61011720405252e-09
